dataset,pathway,method,stat,p,fdr,n,dir,sig,table,n_sig,overlap_with_atlas70,jaccard_vs_atlas70,min_p,min_fdr,n_pathways,n_atlas_sig,n_recomputed_sig,max_abs_dstat,max_abs_dp,celltype,label,n_markers,n_detected,score_baseline_mean,score_followup_mean,mean_change,t_paired,p_paired,p_wilcoxon,sig_fdr,sample,patient,time,score,orig_t,orig_p,orig_fdr,neut_adj_t,neut_adj_p,neut_adj_fdr,ancova_t,ancova_p,ancova_fdr,allcell_adj_t,allcell_adj_p,allcell_adj_fdr,in_atlas70,sig_orig,sig_neut_adj,sig_allcell_adj,corr_with_neutrophil
GSE37587,KEGG:Toxoplasmosis,t_BH,0.00042847946137420837,0.9996607026634723,0.9998296145955509,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Transcriptional misregulation in cancer,t_BH,0.8475670853343864,0.40278467570522614,0.7810181313472065,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Tryptophan metabolism,t_BH,0.45710289917727126,0.6505920889946665,0.8968837238408267,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Tuberculosis,t_BH,-1.0048401277063563,0.32228541818361234,0.7348583818298116,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Type I diabetes mellitus,t_BH,-0.31220037875522566,0.7568524703606455,0.9336216408185203,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Type II diabetes mellitus,t_BH,-1.2556209321246765,0.21807151273319453,0.6482687561939235,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Tyrosine metabolism,t_BH,0.12162295144977801,0.9039352349128056,0.976708369618016,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Ubiquinone and other terpenoid-quinone biosynthesis,t_BH,1.3404057219945655,0.18926927282974093,0.6221524611829107,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Ubiquitin mediated proteolysis,t_BH,-2.902745986945696,0.006545956788062061,0.18391580674001845,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:VEGF signaling pathway,t_BH,-0.32598737696527097,0.7464921789340219,0.9310409561533162,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,"KEGG:Valine, leucine and isoleucine degradation",t_BH,0.3876791080063144,0.7007429140304413,0.9155624476085418,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Various types of N-glycan biosynthesis,t_BH,0.46413882957557767,0.6455957186533358,0.8950368776407125,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Vascular smooth muscle contraction,t_BH,-2.4185480176685834,0.021261500692150274,0.2909274324643903,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Vasopressin-regulated water reabsorption,t_BH,0.7141599222436293,0.48014961493273545,0.8181935494386386,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Vibrio cholerae infection,t_BH,-0.9034335000498624,0.3728437744743416,0.7606398866054808,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Viral carcinogenesis,t_BH,1.4879816489160838,0.14625010340121278,0.5825227274500271,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Viral myocarditis,t_BH,-0.7289345284162326,0.47118370107112806,0.813194743189241,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Viral protein interaction with cytokine and cytokine receptor,t_BH,0.8198060217276489,0.4182087741840549,0.7904511278896055,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Vitamin B6 metabolism,t_BH,-0.2239027582141922,0.8242133989526101,0.9522316983920462,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Vitamin digestion and absorption,t_BH,0.9311432941541476,0.35854186984892644,0.7541454201423902,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Wnt signaling pathway,t_BH,-0.15823514259431454,0.8752358613278587,0.9685994871472986,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:Yersinia infection,t_BH,-0.430608793745756,0.6695523550604332,0.9032370093501311,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:alpha-Linolenic acid metabolism,t_BH,0.8027486076858381,0.4278639539175888,0.7935800709532932,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:beta-Alanine metabolism,t_BH,0.9124807928160819,0.36813403173935155,0.7566279667297846,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:cAMP signaling pathway,t_BH,-1.8921719797237122,0.06726934626155723,0.45157511275045115,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:cGMP-PKG signaling pathway,t_BH,-1.9167206368433454,0.06396690428514341,0.4409871390499286,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:mRNA surveillance pathway,t_BH,2.0160191826593485,0.05199888872242423,0.4125899246050969,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:mTOR signaling pathway,t_BH,-0.8419920773516274,0.4058532318885678,0.78291198371654,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,KEGG:p53 signaling pathway,t_BH,-1.9480320548426469,0.05995862179434641,0.4332405341108101,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:2-LTR circle formation,t_BH,2.070090981612258,0.046344017552792875,0.3966595152279748,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:ABC transporter disorders,t_BH,1.6678653425657288,0.10480590887607538,0.5242323995018948,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:ABC transporters in lipid homeostasis,t_BH,0.7110879381885918,0.48202598510998174,0.8189119079110597,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:ABC-family protein mediated transport,t_BH,1.5931630329224316,0.12065832640261065,0.5499369385460029,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:ADORA2B mediated anti-inflammatory cytokines production,t_BH,0.7230408185034308,0.474748649994568,0.8155540534220411,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:ADP signalling through P2Y purinoceptor 1,t_BH,1.9438503267276162,0.06048102096848751,0.434032173230056,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:ADP signalling through P2Y purinoceptor 12,t_BH,-0.6006611281343521,0.5521691306906245,0.852443190503294,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:AKT phosphorylates targets in the cytosol,t_BH,3.112754513749112,0.0038135520799179854,0.15538051054619653,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:AKT phosphorylates targets in the nucleus,t_BH,0.8352141002137933,0.40960353099216185,0.7853431834342118,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:ALK mutants bind TKIs,t_BH,-2.0600002280496086,0.04735632719068453,0.3998978740546693,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:AMPK inhibits chREBP transcriptional activation activity,t_BH,-0.10234824349647578,0.9190996704577075,0.9828243297588097,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274),t_BH,0.26080945562354707,0.7958601632740612,0.9442407993505039,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:APC truncation mutants have impaired AXIN binding,t_BH,-2.5104161853231965,0.017139282145242164,0.2661690101593612,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:APC-Cdc20 mediated degradation of Nek2A,t_BH,1.0340345397928565,0.3086386927899065,0.7281234654365062,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:APC/C-mediated degradation of cell cycle proteins,t_BH,-0.028870708649006215,0.9771416045073786,0.9964304697110075,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:APC/C:Cdc20 mediated degradation of Cyclin B,t_BH,1.3617576004702086,0.18249921860528967,0.6146316449344192,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:APC/C:Cdc20 mediated degradation of Securin,t_BH,-0.5260994423855326,0.6023372173690575,0.8760763585805891,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:APC/C:Cdc20 mediated degradation of mitotic proteins,t_BH,-0.10792535918818517,0.9147084329938431,0.9814916973112899,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,t_BH,-0.5762287012412196,0.5683702215336625,0.8633007661744825,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,t_BH,-0.12906672151676649,0.8980883011968943,0.9756135241245126,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,t_BH,0.3731330821145463,0.7114356033160882,0.9178170094549539,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:ARMS-mediated activation,t_BH,-2.912153658547285,0.006391652008431395,0.18201410753012345,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:ATF4 activates genes in response to endoplasmic reticulum  stress,t_BH,-2.562168463261305,0.015153438767807642,0.2610508521447287,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:ATF6 (ATF6-alpha) activates chaperone genes,t_BH,2.0981330024787086,0.043630215341163,0.3822491644056336,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:ATF6 (ATF6-alpha) activates chaperones,t_BH,1.4628871520130682,0.15295820232117477,0.588578478816437,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:ATP-dependent chromatin remodelers,t_BH,1.5370694854066,0.133810305307139,0.5623729308211121,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:AUF1 (hnRNP D0) binds and destabilizes mRNA,t_BH,-0.95752096787845,0.3452672379605203,0.746628241766294,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:AURKA Activation by TPX2,t_BH,1.3951529800911748,0.1722890943004676,0.6049936725282751,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:AXIN missense mutants destabilize the destruction complex,t_BH,-2.5104161853231965,0.017139282145242164,0.2661690101593612,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Abacavir ADME,t_BH,0.292038627926691,0.7720852475335366,0.9388828105271317,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Abacavir transmembrane transport,t_BH,1.3478116899252495,0.1868994445497053,0.6205061559050217,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,t_BH,1.3302369012872377,0.19256083699536236,0.6229096203932029,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Aberrant regulation of mitotic cell cycle due to RB1 defects,t_BH,1.1975841131914922,0.2396105449381383,0.668692767849244,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Aberrant regulation of mitotic exit in cancer due to RB1 defects,t_BH,1.1088320569348649,0.27551850569256153,0.7029819492202214,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Abortive elongation of HIV-1 transcript in the absence of Tat,t_BH,0.3491319036792606,0.7292083090789376,0.9247780485866383,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Acetylcholine Neurotransmitter Release Cycle,t_BH,0.5608760266314908,0.5786708394192761,0.8646640030881048,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Acetylcholine binding and downstream events,t_BH,1.2674047622021067,0.21388151270294048,0.6447235356947023,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Acetylcholine inhibits contraction of outer hair cells,t_BH,0.41901269876005953,0.6779217761566083,0.9085504453107137,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Acetylcholine regulates insulin secretion,t_BH,2.638003403819973,0.012623902278008305,0.23559637742507805,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Acrosome Reaction and Sperm:Oocyte Membrane Binding,t_BH,0.8607865228583728,0.39556686453944223,0.7775579179941419,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activated NOTCH1 Transmits Signal to the Nucleus,t_BH,1.4313106829518858,0.1617442226105603,0.5989657902543615,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activated NTRK2 signals through CDK5,t_BH,-1.323068537581698,0.19490749921420136,0.626018502718019,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activated NTRK2 signals through FRS2 and FRS3,t_BH,-1.3012192931402653,0.20219551367624838,0.6347663867113316,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activated NTRK2 signals through FYN,t_BH,-0.9865197062722867,0.33105651650072065,0.73984555502551,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activated NTRK2 signals through PI3K,t_BH,-2.4059540458257658,0.021892190646220364,0.29500974449040646,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activated NTRK2 signals through RAS,t_BH,-0.8861123952657748,0.38196899115295857,0.7702878504452886,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activated NTRK3 signals through PI3K,t_BH,-1.0645704088846009,0.2947981930079396,0.7207701556178616,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activated NTRK3 signals through RAS,t_BH,-0.5391670392692135,0.5933909021021124,0.8713947452708691,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,t_BH,1.3635711454408326,0.181932957686657,0.6146316449344192,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activated point mutants of FGFR2,t_BH,0.9972769350096911,0.3258869821152257,0.7354901907630926,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of AMPK downstream of NMDARs,t_BH,0.08442914884815945,0.9332253588131614,0.9866981597942979,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,t_BH,-0.08239037908948883,0.9348340112114326,0.9866981597942979,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of ATR in response to replication stress,t_BH,-0.2978604108029299,0.767676976597338,0.9380437562505667,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of BAD and translocation to mitochondria,t_BH,0.5156149047491126,0.6095607712583031,0.8801264649605698,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of BH3-only proteins,t_BH,1.60786899402028,0.11739098784937617,0.5427334864158746,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of C3 and C5,t_BH,-3.003301221213068,0.005063952231362619,0.16381236243813027,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of Ca-permeable Kainate Receptor,t_BH,-1.197185429003022,0.23976375496824084,0.668692767849244,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of G protein gated Potassium channels,t_BH,-0.22825698804803787,0.8208549779683937,0.9512591933908123,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of GABAB receptors,t_BH,-1.7959927872681927,0.08165681878660988,0.48201178478824974,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of HOX genes during differentiation,t_BH,-1.101525237764808,0.27863775186457773,0.7052865452695501,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,"REAC:Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)",t_BH,-0.8475865046405368,0.4027740125477831,0.7810181313472065,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of Matrix Metalloproteinases,t_BH,-0.002077614741640226,0.9983548134474658,0.9998296145955509,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of NF-kappaB in B cells,t_BH,-0.9058118018181328,0.37160193618212634,0.7600060047199889,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,"REAC:Activation of NIMA Kinases NEK9, NEK6, NEK7",t_BH,-1.182722939005073,0.2453704580950038,0.6723704820431294,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of NMDA receptors and postsynaptic events,t_BH,-0.4717566409020299,0.6402049470233813,0.8912811050600415,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of NOXA and translocation to mitochondria,t_BH,-1.541840505112807,0.13264826944004027,0.5623729308211121,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of PPARGC1A (PGC-1alpha) by phosphorylation,t_BH,0.4440139363554768,0.6599305437053731,0.9003008504533938,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of PUMA and translocation to mitochondria,t_BH,2.423903318257669,0.020998363408257267,0.29047736048089223,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of RAC1,t_BH,-0.6291929253501729,0.5335545831570627,0.8441786436438613,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of RAC1 downstream of NMDARs,t_BH,2.1280569822727995,0.04089000404108921,0.36690490112544916,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of RAS in B cells,t_BH,1.332699639435807,0.19175965745842763,0.6229096203932029,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of SMO,t_BH,0.34177201283346226,0.7346894394919277,0.926328399823122,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of STAT3 by cadherin engagement,t_BH,1.2319697805550505,0.22666687717042802,0.6578130059731809,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of TRKA receptors,t_BH,-1.3896512411869024,0.17393974681552252,0.6072463405207315,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of anterior HOX genes in hindbrain development during early embryogenesis,t_BH,-1.101525237764808,0.27863775186457773,0.7052865452695501,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of caspases through apoptosome-mediated cleavage,t_BH,-1.005936823379011,0.32176543912081684,0.7348583818298116,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of gene expression by SREBF (SREBP),t_BH,2.3066356501128698,0.027493039566362617,0.3207820163223142,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of kainate receptors upon glutamate binding,t_BH,-0.7989385925057267,0.4300389871190735,0.7941118064247997,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of the AP-1 family of transcription factors,t_BH,-0.04301502945537317,0.9659487772129247,0.9961621963650098,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of the TFAP2 (AP-2) family of transcription factors,t_BH,-0.08157471423582072,0.9354776743546986,0.9866981597942979,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,"REAC:Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",t_BH,0.8104322358212764,0.42349800908352053,0.7908423130360123,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of the phototransduction cascade,t_BH,-2.5378096719246828,0.016060175520396194,0.26392222444617874,34.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Activation of the pre-replicative complex,t_BH,0.9570820814815548,0.3454853944427525,0.746628241766294,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Acyl chain remodeling of CL,t_BH,2.13540667036899,0.04024074958713032,0.3631454197362204,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Acyl chain remodeling of DAG and TAG,t_BH,1.7176601955768365,0.09523053566029314,0.5043780175861705,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE37587,REAC:Acyl chain remodelling of PC,t_BH,1.1309895600666422,0.26621222998083677,0.6926332247640102,34.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
