dataset,pathway,method,stat,p,fdr,n,dir,sig,table,n_sig,overlap_with_atlas70,jaccard_vs_atlas70,min_p,min_fdr,n_pathways,n_atlas_sig,n_recomputed_sig,max_abs_dstat,max_abs_dp,celltype,label,n_markers,n_detected,score_baseline_mean,score_followup_mean,mean_change,t_paired,p_paired,p_wilcoxon,sig_fdr,sample,patient,time,score,orig_t,orig_p,orig_fdr,neut_adj_t,neut_adj_p,neut_adj_fdr,ancova_t,ancova_p,ancova_fdr,allcell_adj_t,allcell_adj_p,allcell_adj_fdr,in_atlas70,sig_orig,sig_neut_adj,sig_allcell_adj,corr_with_neutrophil
,KEGG:RNA polymerase,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34283813813498426,0.7338945800236287,0.9259108268873182,-0.34370246908932045,0.7332503890261635,0.9215667371940702,-0.3772347640771877,0.7084894767128485,0.9159125016331189,-0.3590217412614609,0.7218658355373009,0.8982488674920803,0.0,0.0,0.0,0.0,
,KEGG:RNA transport,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-1.05033877130716,0.30119372791893056,0.7281234654365062,-1.0556114363982727,0.2988130665946864,0.7112878581431253,-1.0913918311638084,0.28325008362329335,0.7089378122230198,-1.0932496179959357,0.28220082787447226,0.6297094276938109,0.0,0.0,0.0,0.0,
,KEGG:Rap1 signaling pathway,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3681891662263672,0.18049718339966211,0.6137877266226784,-1.4417468853011388,0.15879730253006025,0.573856378823135,-1.6019235584512277,0.11899951059675229,0.5296808640829833,-1.52226929942593,0.13746753231383052,0.46721185012696276,0.0,0.0,0.0,0.0,
,KEGG:Ras signaling pathway,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6714655471504238,0.5065975375316083,0.8302461072354859,-0.6744500272796968,0.5047230262859129,0.8194136482912963,-0.7145765287448032,0.48005151638121735,0.8141123013622655,-0.7995763497778946,0.4296744416590611,0.7340371463814311,0.0,0.0,0.0,0.0,
,KEGG:Regulation of actin cytoskeleton,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4700805691386187,0.018849616629737873,0.27496317403567244,-2.587436931215869,0.014262844791437163,0.2355236255088629,-2.3571708628734216,0.02469740936107729,0.29879304776391985,-2.703340538358439,0.010764098604829277,0.14778345604468382,0.0,0.0,0.0,0.0,
,KEGG:Regulation of lipolysis in adipocytes,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6965626557892377,0.4909542885721184,0.8234351641353159,-0.6965626584615013,0.4909542869210405,0.8143412153294567,-0.6823861084004299,0.49990506513816046,0.8257138389346731,-0.796830233606624,0.43124547265070723,0.7340371463814311,0.0,0.0,0.0,0.0,
,KEGG:Relaxin signaling pathway,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1663089672051499,0.2518495395419558,0.6767146738445046,-1.1726479304189876,0.24933271848941002,0.6588972889818571,-1.2083784181748456,0.23575590355587767,0.6636092100091372,-1.2700331630759165,0.2129552651774014,0.5585537682906645,0.0,0.0,0.0,0.0,
,KEGG:Renal cell carcinoma,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,3.5055165796903847,0.0013351983455826323,0.09154816482538308,3.6235602201947095,0.0009657244140904894,0.06706949717159681,3.4009010502821777,0.0018184546750918934,0.09884472044066185,4.095115240143705,0.0002566397196549834,0.019986214217081917,0.0,0.0,0.0,1.0,
,KEGG:Renin secretion,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26650516064629226,0.791508439805317,0.9436816192757708,-0.2665570345272567,0.7914688372743788,0.9396923443491024,-0.2723986868393081,0.7870655227219199,0.9387047300680412,-0.2779994752756606,0.7827471732017083,0.9210148171731902,0.0,0.0,0.0,0.0,
,KEGG:Renin-angiotensin system,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7910947805352597,0.08245469694398976,0.482247447127966,-1.7919102443372992,0.08232140220957211,0.4621539451666763,-1.772772608204823,0.0857867830320073,0.4835080122769409,-2.0524148691777606,0.04813004679090522,0.3036043351570301,0.0,0.0,0.0,0.0,
,KEGG:Retinol metabolism,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,1.2351513057482113,0.22549613296833865,0.657011365710984,1.3241383579734152,0.19455589233550488,0.6079982048978315,1.5175278527903096,0.138951789013657,0.5591225136892112,1.4173427179224671,0.16575579442232596,0.50124043682456,0.0,0.0,0.0,0.0,
,KEGG:Retrograde endocannabinoid signaling,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06320955035637157,0.949980967791572,0.9909647712423276,-0.07027410073708863,0.9443996399244707,0.9881029903207101,0.20808364754597927,0.8364823883443524,0.9557459289599499,-0.07481707933100362,0.9408119623191997,0.9830448663756024,0.0,0.0,0.0,0.0,
,KEGG:Rheumatoid arthritis,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5503677722269771,0.5857736880910815,0.8687867799846919,-0.5632954905192891,0.5770414638302743,0.8583032848225299,-0.6761470317462661,0.5038052217847737,0.8276039675002388,-0.6334457465578293,0.5308086381162949,0.7983017201087672,0.0,0.0,0.0,0.0,
,KEGG:Riboflavin metabolism,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02788315196900773,0.9779232904702791,0.9964304697110075,-0.027975605238901895,0.9778501094914733,0.9962211197521222,-0.07386676144400117,0.9415762219667013,0.9833545850260229,-0.03009030463215853,0.9761762830201404,0.9944406181438447,0.0,0.0,0.0,0.0,
,KEGG:Ribosome,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,1.0198853042963483,0.3152019947170085,0.7313654267293898,1.0332478579990985,0.30900110592617774,0.714633536773312,0.919716261344972,0.36460247887708697,0.7582087110616608,1.1625672097406565,0.2533438371828209,0.606717131719527,0.0,0.0,0.0,0.0,
,KEGG:Ribosome biogenesis in eukaryotes,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.9057425375746445,0.37163806476315586,0.7600060047199889,0.9223306377038593,0.36305074870089893,0.7435018737032596,0.7940303331636211,0.43302694554313037,0.7929999052308387,0.9964677318744235,0.32627393646154346,0.6662790518612548,0.0,0.0,0.0,0.0,
,KEGG:SNARE interactions in vesicular transport,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3167251917767335,0.1970023224293855,0.6282561425098907,-1.3184015360033232,0.19644705824175676,0.6107383161108929,-1.3204368965835873,0.19605605480229862,0.627000599626059,-1.44200263973791,0.1587256209549428,0.4915273524711729,0.0,0.0,0.0,0.0,
,KEGG:Salivary secretion,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15960224621189403,0.8741672894424529,0.9684312015811368,-0.1613205589486169,0.8728245419409413,0.966076560991532,-0.241920092887564,0.8103857585283131,0.9483716939611401,-0.18505347666591151,0.8543197560954725,0.9513937641413446,0.0,0.0,0.0,0.0,
,KEGG:Salmonella infection,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,1.8515163673179913,0.07306135109404523,0.46599696936424395,1.8642828486564924,0.07119821547957791,0.4401920320868848,1.759418787361462,0.08806539176858813,0.4860161778444916,2.043924261028726,0.04900925673745948,0.3055748079959798,0.0,0.0,0.0,0.0,
,KEGG:Selenocompound metabolism,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9819315652688256,0.055866370117671885,0.42204199126020864,-2.143421188765534,0.039543200823938134,0.34414865067557493,-2.3347064711206724,0.025994227991114803,0.30416859340389474,-2.406841750233036,0.021847183994833406,0.2027824655750669,0.0,0.0,0.0,0.0,
,KEGG:Serotonergic synapse,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8044408612878244,0.08029603354765377,0.48201178478824974,-1.8330734917185427,0.07582646429132608,0.4533775703788483,-1.6939470741129043,0.09998880414329356,0.5086527230128192,-1.8923295005308842,0.06724769621928728,0.34990370806050547,0.0,0.0,0.0,0.0,
,KEGG:Shigellosis,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.06297289481103352,0.9501679828792028,0.9909647712423276,0.06316962589156407,0.950012517567931,0.9904555712211903,0.016795010729390963,0.986704431300516,0.9964874181675529,0.06424429843051131,0.9491633006734073,0.9873454243361344,0.0,0.0,0.0,0.0,
,KEGG:Signaling pathways regulating pluripotency of stem cells,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1149614474904546,0.003791645442526414,0.15538051054619653,-3.1616437877422774,0.0033553449866199694,0.13065133441727633,-3.196581456739158,0.0031243643036002002,0.13227174514838969,-3.637756626117714,0.0009286046436545556,0.040982699568015674,0.0,0.0,0.0,1.0,
,KEGG:Small cell lung cancer,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-2.224658288020107,0.03305658185026755,0.34170608439289063,-2.2826516599106834,0.029026388812061717,0.30389971475783134,-2.3673625420418216,0.02412864779885444,0.29785422762264935,-2.5151495941073008,0.016948188812346797,0.17967928576182118,0.0,0.0,0.0,0.0,
,KEGG:Sphingolipid metabolism,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-2.783802401905222,0.008823897360132702,0.20094276010006168,-2.8088920006158102,0.008289116216143491,0.18346577225064262,-2.828630595953659,0.00800262816271782,0.2035507195581613,-3.5726396143754995,0.0011110477850119437,0.0458567814373455,0.0,0.0,0.0,1.0,
,KEGG:Sphingolipid signaling pathway,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,1.7804979799946,0.0842035383151863,0.4845410843410204,1.780509390070365,0.08420163849787372,0.46487181428259877,1.7423590725471825,0.09105050504577705,0.4955535684458686,1.9712227413987573,0.05713202260646473,0.3273202861700588,0.0,0.0,0.0,0.0,
,KEGG:Spinocerebellar ataxia,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2658656991497617,0.7919966756974965,0.9438721009446076,-0.26840205804429945,0.7900606416873768,0.9396923443491024,-0.34188525529347835,0.734672428774531,0.9245876297841256,-0.2929738728220675,0.7713765540194111,0.9173653416466319,0.0,0.0,0.0,0.0,
,KEGG:Spliceosome,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.31976706267066807,0.7511606577095958,0.9333818643005358,0.34824586756523007,0.7298674073729967,0.9204834622901347,0.09530509120090135,0.9246668252272755,0.9829231513288818,0.3660440191336328,0.7166684903683366,0.8959066264850312,0.0,0.0,0.0,0.0,
,KEGG:Staphylococcus aureus infection,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,1.6038443090957244,0.11827788406648675,0.5436612393177521,1.6239064836369945,0.1139109745143047,0.5183787066966181,1.6814163639535205,0.10241828190172841,0.5111789020363953,1.7821861246020663,0.08392285049818704,0.3816765255533986,0.0,0.0,0.0,0.0,
,KEGG:Starch and sucrose metabolism,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,1.9227019736673336,0.0631837926087523,0.43894643587666243,1.9228662780409138,0.06316239835564742,0.41589604261735275,1.891321995389306,0.06766294016005127,0.4469296612875428,2.1314061376148703,0.040593004762818,0.2774923678228943,0.0,0.0,0.0,0.0,
,KEGG:Steroid biosynthesis,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0829668372799764,0.9343791393462061,0.9866981597942979,-0.0844401694011808,0.9332166640248083,0.9854401946679615,-0.19063055971657486,0.8500193195865544,0.9604015525617026,-0.08724021170687642,0.9310078124071808,0.9800517830118225,0.0,0.0,0.0,0.0,
,KEGG:Steroid hormone biosynthesis,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.47562887968368983,0.6374723145266072,0.8910410031465171,0.49409144265978455,0.6245146046509473,0.8810414304128026,0.644433027057213,0.5238876891133413,0.8372697489177627,0.5163344862312501,0.6090637139429209,0.845318791540582,0.0,0.0,0.0,0.0,
,KEGG:Sulfur metabolism,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,2.931926357557817,0.006078425098637066,0.1805738900754246,2.9770045274066295,0.005417537778358697,0.1567606803022324,3.016971981964372,0.004974186727577432,0.16514299935557075,2.992804985562321,0.005202387559718878,0.10118761438359401,0.0,0.0,0.0,0.0,
,KEGG:Sulfur relay system,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.6486976205013497,0.5210229093005416,0.8379940111850629,0.6496911611331825,0.5203888316899496,0.8278972888525101,0.6049539335152243,0.5494758289570167,0.8487557661428441,0.757751679763999,0.4539770536892589,0.7505940396816367,0.0,0.0,0.0,0.0,
,KEGG:Synaptic vesicle cycle,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,1.1681245489034142,0.25112679466128524,0.6758139166908649,1.2167687747975862,0.23232320172169493,0.6448228172097629,1.358303754358791,0.1838670453546468,0.6162214062225005,1.3597004036547775,0.18314321079755805,0.522682253256362,0.0,0.0,0.0,0.0,
,KEGG:Synthesis and degradation of ketone bodies,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.2453614135638921,0.8076961211832681,0.9491232804196744,0.2543811491638319,0.800779603728018,0.9437352200614234,0.40520049393452634,0.6880264342171246,0.9087262876013165,0.2629389439754849,0.7942323718268774,0.9253819359962954,0.0,0.0,0.0,0.0,
,KEGG:Systemic lupus erythematosus,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.6966793893847548,0.49088216682876906,0.8234351641353159,0.7044135713758738,0.48611703340712775,0.8129009167506721,0.604953521396053,0.5494760994045451,0.8487557661428441,0.7831463487544129,0.4391256937413015,0.7403635671459374,0.0,0.0,0.0,0.0,
,KEGG:T cell receptor signaling pathway,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,2.7424684099820253,0.009775716452227572,0.20991545720401827,2.7771735986514132,0.008970479014961192,0.19047978527481657,2.629878436486257,0.01302160608008579,0.22504189357035936,2.931478328349145,0.006085359614349189,0.11062377074154088,0.0,0.0,0.0,0.0,
,KEGG:TGF-beta signaling pathway,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7370341257689835,0.46630976077891595,0.8103256118439124,-0.767789669886427,0.4480714840033172,0.7932487263428588,-0.9186047517876398,0.3651749110637569,0.7582087110616608,-0.8006463521831704,0.42906324454494715,0.7339569973070506,0.0,0.0,0.0,0.0,
,KEGG:TNF signaling pathway,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0409219017513556,0.3054783378044171,0.7281234654365062,-1.069210459779269,0.2927337266788264,0.7066711690282903,-1.1813221810913186,0.2461801827990153,0.6757635305031282,-1.1580477352498404,0.25515731953217696,0.6091318976030651,0.0,0.0,0.0,0.0,
,KEGG:Taste transduction,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.9501860856933861,0.34892523797230346,0.7474337284070031,0.9644651968974899,0.341827711425034,0.7334180964860932,1.0440997943158417,0.30426292157584833,0.729654716346497,1.0984954421822208,0.2799385012679486,0.6272311087689183,0.0,0.0,0.0,0.0,
,KEGG:Taurine and hypotaurine metabolism,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,1.0694390152016786,0.29263230005666274,0.7198860745379202,1.0910850984527223,0.28313807316182715,0.6988422087476958,0.9536880910592558,0.3473905590516454,0.7496143047190569,1.3137723208924468,0.1979833390317195,0.5415780150095779,0.0,0.0,0.0,0.0,
,KEGG:Terpenoid backbone biosynthesis,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-2.104981585641048,0.042989140921165764,0.3797976203511395,-2.1050902144636585,0.04297903994243519,0.3588466306566784,-2.0681892054015583,0.04678458209371565,0.3813558612747552,-2.2669386525334088,0.0300722589945032,0.24181614646151467,0.0,0.0,0.0,0.0,
,KEGG:Th1 and Th2 cell differentiation,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,1.316732977790963,0.19699974065225287,0.6282561425098907,1.3302832137450225,0.1925457468927418,0.6068245441187203,1.22131566320374,0.23088854405917433,0.6597398002441954,1.336543569018485,0.19051427604343069,0.5338800769799914,0.0,0.0,0.0,0.0,
,KEGG:Th17 cell differentiation,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7403938361706913,0.4642966718699194,0.8092797474869997,-0.7413966957751714,0.4636967550482297,0.8010320641796341,-0.756039947098055,0.4551551865897484,0.8055889217194537,-0.8806148343265596,0.38489496890301456,0.7061514098305458,0.0,0.0,0.0,0.0,
,KEGG:Thermogenesis,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27132829038070383,0.7878286960188898,0.9435601396745094,-0.2745081549330226,0.7854053608471283,0.939375675137383,-0.35646777222613135,0.7238300204377142,0.9219430067813801,-0.3050560933250569,0.7622392442508766,0.9144554403133288,0.0,0.0,0.0,0.0,
,KEGG:Thiamine metabolism,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.24393280975091294,0.8087930634480739,0.9491232804196744,0.24731495033654818,0.8061967536425716,0.9451646954994727,0.3375517718872612,0.7379052909608219,0.9261254626702874,0.27152852256531007,0.7876760378835425,0.9223715788132698,0.0,0.0,0.0,0.0,
,KEGG:Thyroid cancer,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,2.772951880896524,0.009065014900737415,0.20454238729779248,2.774216914143219,0.009036590185370444,0.1906448524726313,2.7007340298509703,0.01096721207152133,0.21596388426699464,3.0156182184216695,0.0049059427886756525,0.09886979060050627,0.0,0.0,0.0,0.0,
,KEGG:Thyroid hormone signaling pathway,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,1.2661389411298838,0.214328670632814,0.6447235356947023,1.2781371274395863,0.2101184995216253,0.6247996353163814,1.1735549952238267,0.24923437581102217,0.6765325412495523,1.4263633532887454,0.16315623075387314,0.498773767904822,0.0,0.0,0.0,0.0,
,KEGG:Thyroid hormone synthesis,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-1.713956226041372,0.0959166663574654,0.5050436822895591,-1.7152700920884287,0.09567281103581951,0.4863046672151084,-1.6581594895346254,0.10705771409827769,0.517876516708516,-1.8600959571489937,0.07180471088166397,0.3585327697937709,0.0,0.0,0.0,0.0,
,KEGG:Tight junction,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-1.926191601884186,0.06273074808276755,0.43860579001128996,-2.0752482187311343,0.04583403464527113,0.36972471949672475,-1.8046093779005024,0.08055494993942354,0.4762330123878947,-2.298361052843772,0.02801359937475649,0.23054405048345222,0.0,0.0,0.0,0.0,
,KEGG:Toll-like receptor signaling pathway,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5710598173649787,0.5718279434990081,0.8633007661744825,-0.5828536132930976,0.5639538358651759,0.8509792408133754,-0.45458501506241267,0.6524766600091457,0.8980630092379862,-0.7674083464756879,0.4482949877794413,0.746885831650213,0.0,0.0,0.0,0.0,
,KEGG:Toxoplasmosis,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.00042847946137420837,0.9996607026634723,0.9998296145955509,0.0004355875051075078,0.9996550740619449,0.9998286277970185,-0.10383358986527569,0.9179494564674515,0.9816361672256624,0.0004603729342990254,0.9996354473814083,0.9997939435677696,0.0,0.0,0.0,0.0,
,KEGG:Transcriptional misregulation in cancer,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.8475670853343864,0.40278467570522614,0.7810181313472065,0.8568862396322005,0.39768787295655095,0.7671052103869657,0.7547450234861258,0.45592102567390136,0.8060786352982139,0.874560131710535,0.3881340152713978,0.7072066344113163,0.0,0.0,0.0,0.0,
,KEGG:Tryptophan metabolism,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.45710289917727126,0.6505920889946665,0.8968837238408267,0.4715237821177196,0.6403694383950957,0.8854560318711671,0.6062732231025441,0.548610415861773,0.8484026730218347,0.5358098036786167,0.5956832468122639,0.8365026538049334,0.0,0.0,0.0,0.0,
,KEGG:Tuberculosis,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0048401277063563,0.32228541818361234,0.7348583818298116,-1.0292254039076525,0.3108587907882789,0.7159408907138405,-0.8820096447522672,0.3843491644485998,0.7675110269547349,-1.1778781318121117,0.24727000330274967,0.5992236576387803,0.0,0.0,0.0,0.0,
,KEGG:Type I diabetes mellitus,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.31220037875522566,0.7568524703606455,0.9336216408185203,-0.31255379448236953,0.756586313701372,0.9296323667523037,-0.3333459755876369,0.7410475468629799,0.9267407119421063,-0.3277214735633736,0.745192426499377,0.9085326327571078,0.0,0.0,0.0,0.0,
,KEGG:Type II diabetes mellitus,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2556209321246765,0.21807151273319453,0.6482687561939235,-1.2616093414858727,0.21593455161040795,0.6300255095089978,-1.1802843222150363,0.24658668953876506,0.6761131176092722,-1.3766233951820157,0.17789766249133118,0.516954086040049,0.0,0.0,0.0,0.0,
,KEGG:Tyrosine metabolism,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.12162295144977801,0.9039352349128056,0.976708369618016,0.12171791543986436,0.9038606075390732,0.9757920096451264,0.1417799732155589,0.88814266630063,0.9706695284543067,0.13682109015723826,0.8920035520246664,0.9658980508043524,0.0,0.0,0.0,0.0,
,KEGG:Ubiquinone and other terpenoid-quinone biosynthesis,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,1.3404057219945655,0.18926927282974093,0.6221524611829107,1.4309436957801942,0.1618486313607998,0.5764772256487437,1.1889011352678507,0.2432265791240731,0.6726318549384713,1.4601942529277623,0.15369237290410878,0.48450349239336243,0.0,0.0,0.0,0.0,
,KEGG:Ubiquitin mediated proteolysis,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-2.902745986945696,0.006545956788062061,0.18391580674001845,-2.9460926360385926,0.00586296129314998,0.16178068117841998,-2.787465513832397,0.00886326331897418,0.2073333164212204,-3.232104860826119,0.0027861965409390664,0.07510823837710953,0.0,0.0,0.0,0.0,
,KEGG:VEGF signaling pathway,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32598737696527097,0.7464921789340219,0.9310409561533162,-0.32638417293365607,0.7461947028688467,0.9271565860916468,-0.3478989016213072,0.7301942914551687,0.9240356444359957,-0.35193222434342264,0.7271266042865241,0.9011532928795343,0.0,0.0,0.0,0.0,
,"KEGG:Valine, leucine and isoleucine degradation",,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.3876791080063144,0.7007429140304413,0.9155624476085418,0.3879352217871875,0.7005551931921965,0.9102167165100671,0.4007914179567405,0.6912372761739889,0.90908319289077,0.4559640066000541,0.6514023966329133,0.8656090832021103,0.0,0.0,0.0,0.0,
,KEGG:Various types of N-glycan biosynthesis,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.46413882957557767,0.6455957186533358,0.8950368776407125,0.4748975350178416,0.637988030093509,0.8839069830507038,0.34182132664227716,0.7347200851770179,0.9245876297841256,0.5229766553910677,0.6044845112082144,0.8413698801194653,0.0,0.0,0.0,0.0,
,KEGG:Vascular smooth muscle contraction,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4185480176685834,0.021261500692150274,0.2909274324643903,-2.581170886041384,0.014479077447228983,0.23661663351585602,-2.741348172065456,0.00992989358878025,0.20829400778864268,-2.7617634139511487,0.009320072367249008,0.13931520495878374,0.0,0.0,0.0,0.0,
,KEGG:Vasopressin-regulated water reabsorption,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.7141599222436293,0.48014961493273545,0.8181935494386386,0.720705126687675,0.4761657234084713,0.8063571651057874,0.7834409817656647,0.43912854297038484,0.7957366610095375,0.8083713985901048,0.4246663220157323,0.7323114158762273,0.0,0.0,0.0,0.0,
,KEGG:Vibrio cholerae infection,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9034335000498624,0.3728437744743416,0.7606398866054808,-0.9358700226073305,0.35613874138921364,0.74044930147764,-0.762774017374984,0.45118479880093043,0.8029496075012567,-0.9476552277914994,0.3501933634449087,0.682849995861046,0.0,0.0,0.0,0.0,
,KEGG:Viral carcinogenesis,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,1.4879816489160838,0.14625010340121278,0.5825227274500271,1.4933019962085032,0.1448585909623772,0.5586623349104204,1.4147696663010831,0.1667937367344028,0.6003706015601845,1.609045185506271,0.11713283065793957,0.4402640778322882,0.0,0.0,0.0,0.0,
,KEGG:Viral myocarditis,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7289345284162326,0.47118370107112806,0.813194743189241,-0.729831617761456,0.4706424329854765,0.8044507693230118,-0.7433196136727642,0.4627110241264444,0.8094569398702991,-0.8681522293771181,0.3915808718527547,0.7096419699958312,0.0,0.0,0.0,0.0,
,KEGG:Viral protein interaction with cytokine and cytokine receptor,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.8198060217276489,0.4182087741840549,0.7904511278896055,0.81983164850136,0.418194370045736,0.7792294787988978,0.8077123120439247,0.42521990432723444,0.7870560905211839,0.8624201206254658,0.3946806277739935,0.7118235317564255,0.0,0.0,0.0,0.0,
,KEGG:Vitamin B6 metabolism,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2239027582141922,0.8242133989526101,0.9522316983920462,-0.22864696090167194,0.8205543581225555,0.948516930737966,-0.34197558983891957,0.734605089596741,0.9245876297841256,-0.24210501402506562,0.8101970951823353,0.9316877842897017,0.0,0.0,0.0,0.0,
,KEGG:Vitamin digestion and absorption,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,0.9311432941541476,0.35854186984892644,0.7541454201423902,0.93463138595112,0.35676745072866567,0.7415120524535167,0.8662902130922095,0.39278016279023453,0.7733907884526685,0.9701082843563272,0.3390495935496305,0.6750367364357278,0.0,0.0,0.0,0.0,
,KEGG:Wnt signaling pathway,,,,,,,,covariate_adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15823514259431454,0.8752358613278587,0.9685994871472986,-0.15923306829893763,0.8744558271277927,0.966076560991532,-0.09188327658668449,0.9273635870493602,0.9829462469803183,-0.17771027842626813,0.8600368840180368,0.9531307283177054,0.0,0.0,0.0,0.0,
