cutoff,pt,xgb_static,proposed,treat_all
5,0.55,0.10724637681159419,0.10840579710144926,-0.8465700483091787
5,0.56,0.10713043478260868,0.10611857707509881,-0.8885375494071146
5,0.5700000000000001,0.10669362992922142,0.10540748230535894,-0.9324570273003034
5,0.5800000000000001,0.10593788819875775,0.1047287784679089,-0.9784679089026918
5,0.59,0.104016967126193,0.10343160127253448,-1.0267232237539765
5,0.6,0.10365217391304349,0.1022608695652174,-1.0773913043478258
5,0.61,0.10119063545150503,0.09880044593088072,-1.1306577480490523
5,0.62,0.1008512585812357,0.09907551487414187,-1.1867276887871852
5,0.63,0.09985428907168038,0.09731609870740306,-1.2458284371327848
5,0.64,0.09766183574879227,0.09445410628019324,-1.3082125603864734
5,0.65,0.09505590062111802,0.09485714285714285,-1.3741614906832296
5,0.66,0.09442455242966752,0.09501790281329922,-1.4439897698209718
5,0.67,0.09418708827404479,0.0942292490118577,-1.518050065876153
5,0.68,0.09221739130434783,0.09304347826086956,-1.5967391304347829
5,0.6900000000000001,0.09015427769985973,0.09151192145862552,-1.6805049088359048
5,0.7000000000000001,0.08857971014492752,0.09113043478260868,-1.7698550724637685
5,0.7100000000000001,0.08760419790104947,0.09031484257871064,-1.8653673163418298
5,0.72,0.08501863354037267,0.08879503105590063,-1.9677018633540364
5,0.73,0.08524315619967794,0.08761352657004831,-2.077616747181964
5,0.74,0.08321070234113713,0.08671571906354515,-2.1959866220735784
5,0.75,0.08417391304347827,0.08591304347826087,-2.3238260869565215
5,0.76,0.08173913043478259,0.08376811594202899,-2.46231884057971
5,0.77,0.08299432892249527,0.08231379962192817,-2.612854442344046
5,0.78,0.07905138339920947,0.08243478260869563,-2.7770750988142296
5,0.79,0.0789399585921325,0.07799585921325052,-2.9569358178053835
5,0.8,0.07652173913043478,0.07582608695652174,-3.154782608695653
5,0.81,0.07476430205949655,0.07329977116704804,-3.373455377574372
5,0.8200000000000001,0.07192270531400966,0.07022222222222221,-3.616425120772948
5,0.8300000000000001,0.07177493606138106,0.06686445012787721,-3.887979539641946
5,0.8400000000000001,0.0686086956521739,0.062086956521739116,-4.1934782608695675
5,0.85,0.07002898550724637,0.061913043478260876,-4.539710144927535
5,0.86,0.0635527950310559,0.058832298136645964,-4.935403726708073
5,0.87,0.059344481605351176,0.05752508361204013,-5.391973244147157
5,0.88,0.06226086956521739,0.054956521739130425,-5.924637681159421
5,0.89,0.058434782608695654,0.05375494071146245,-6.554150197628458
5,0.9,0.0528695652173913,0.04382608695652174,-7.309565217391306
5,0.91,0.050782608695652154,0.02604830917874396,-8.232850241545897
5,0.92,0.04556521739130432,0.005565217391304348,-9.386956521739135
5,0.93,0.03642236024844718,0.0,-10.870807453416157
5,0.9400000000000001,0.02968115942028983,0.0,-12.849275362318854
5,0.9500000000000001,0.026434782608695605,0.0,-15.61913043478263
5,0.9600000000000001,0.02504347826086952,0.0,-19.773913043478295
5,0.97,0.019246376811594225,0.0,-26.698550724637652
5,0.98,-0.005913043478260844,0.0,-40.54782608695648
5,0.99,0.008347826086956521,0.0,-82.09565217391295
